id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
8751,Pollo Frito,Semanal,58,3,8,Lento,Bajo,10,False,0
8752,Hamburguesas,Semanal,98,5,7,Aceptable,Alto,8,True,5
8753,Pizza,Semanal,109,2,7,Lento,Bajo,8,True,6
8754,Pollo Frito,Diario,77,1,5,Rápido,Bajo,10,True,8
8755,Pollo Frito,Mensual,92,7,0,Rápido,Alto,1,False,2
8756,Pizza,Quincenal,66,6,7,Rápido,Medio,5,False,1
8757,Tacos,Diario,95,2,8,Aceptable,Alto,6,True,5
8758,Tacos,Semanal,102,2,0,Rápido,Medio,3,False,8
8759,Hamburguesas,Mensual,41,9,5,Rápido,Bajo,4,True,7
8760,Pollo Frito,Diario,77,9,7,Rápido,Alto,3,False,0
8761,Pollo Frito,Semanal,114,9,3,Lento,Bajo,7,True,4
8762,Hot Dogs,Diario,23,3,5,Aceptable,Bajo,7,True,5
8763,Tacos,Semanal,47,0,8,Lento,Medio,10,True,9
8764,Hamburguesas,Diario,26,7,0,Lento,Medio,6,True,10
8765,Hamburguesas,Semanal,119,0,2,Lento,Medio,8,False,6
8766,Hot Dogs,Semanal,120,7,10,Aceptable,Bajo,0,False,2
8767,Tacos,Diario,117,5,1,Rápido,Bajo,6,False,0
8768,Tacos,Semanal,73,10,1,Rápido,Medio,2,False,2
8769,Pollo Frito,Quincenal,26,10,2,Lento,Alto,3,False,1
8770,Tacos,Quincenal,58,9,9,Lento,Bajo,4,False,1
8771,Pizza,Mensual,71,10,1,Rápido,Bajo,9,False,3
8772,Hot Dogs,Quincenal,54,3,3,Rápido,Alto,2,True,8
8773,Hot Dogs,Quincenal,84,3,0,Aceptable,Bajo,9,False,7
8774,Tacos,Quincenal,69,10,3,Lento,Medio,5,False,1
8775,Hamburguesas,Quincenal,42,9,4,Rápido,Medio,10,False,5
8776,Hamburguesas,Quincenal,113,6,2,Lento,Bajo,5,False,7
8777,Hamburguesas,Semanal,71,9,4,Rápido,Bajo,4,False,6
8778,Pizza,Mensual,51,1,2,Aceptable,Medio,1,False,8
8779,Hot Dogs,Diario,97,2,5,Lento,Bajo,4,True,10
8780,Pollo Frito,Mensual,95,6,2,Lento,Alto,5,True,4
8781,Tacos,Semanal,120,8,3,Rápido,Bajo,4,False,1
8782,Hamburguesas,Mensual,59,3,5,Rápido,Alto,1,False,5
8783,Pizza,Mensual,110,6,2,Lento,Bajo,1,False,5
8784,Tacos,Mensual,86,5,10,Aceptable,Medio,0,False,1
8785,Hamburguesas,Quincenal,95,5,9,Lento,Medio,9,False,1
8786,Pollo Frito,Diario,63,2,7,Aceptable,Medio,1,True,5
8787,Pizza,Quincenal,92,1,8,Lento,Alto,9,True,3
8788,Pizza,Semanal,29,1,10,Rápido,Alto,1,False,1
8789,Hot Dogs,Semanal,89,8,10,Lento,Alto,1,False,1
8790,Pizza,Semanal,67,8,2,Rápido,Alto,3,False,10
8791,Hamburguesas,Semanal,77,7,10,Aceptable,Alto,5,False,4
8792,Pollo Frito,Diario,53,2,10,Aceptable,Bajo,3,False,10
8793,Pizza,Diario,53,10,8,Lento,Bajo,1,False,3
8794,Tacos,Diario,35,10,8,Aceptable,Alto,4,False,6
8795,Pizza,Diario,38,6,6,Lento,Medio,3,True,10
8796,Tacos,Semanal,48,8,10,Aceptable,Medio,7,False,10
8797,Tacos,Quincenal,57,5,8,Rápido,Alto,3,False,7
8798,Tacos,Mensual,106,2,2,Aceptable,Alto,0,True,0
8799,Hamburguesas,Quincenal,78,1,2,Aceptable,Alto,4,True,1
8800,Tacos,Mensual,65,3,9,Aceptable,Medio,7,True,3
8801,Pizza,Mensual,40,1,4,Lento,Medio,6,False,5
8802,Hamburguesas,Semanal,38,4,3,Aceptable,Alto,9,False,9
8803,Hot Dogs,Semanal,105,6,8,Lento,Bajo,6,True,7
8804,Hot Dogs,Semanal,67,8,1,Aceptable,Alto,7,False,6
8805,Hot Dogs,Diario,86,1,7,Lento,Bajo,6,False,4
8806,Pizza,Quincenal,95,8,1,Lento,Bajo,2,True,10
8807,Pizza,Mensual,107,5,6,Aceptable,Alto,9,True,1
8808,Tacos,Semanal,33,3,2,Rápido,Medio,6,False,1
8809,Hamburguesas,Diario,94,2,8,Aceptable,Alto,8,True,2
8810,Hot Dogs,Diario,47,7,8,Rápido,Bajo,5,True,7
8811,Tacos,Mensual,112,8,10,Rápido,Medio,4,True,10
8812,Pollo Frito,Diario,101,3,10,Rápido,Medio,8,True,7
8813,Pollo Frito,Quincenal,120,0,9,Rápido,Bajo,3,True,1
8814,Hamburguesas,Diario,111,2,4,Aceptable,Medio,1,True,6
8815,Tacos,Semanal,39,10,0,Aceptable,Bajo,4,False,9
8816,Hamburguesas,Semanal,70,3,0,Aceptable,Bajo,8,False,10
8817,Hamburguesas,Diario,74,10,6,Lento,Alto,4,True,7
8818,Hamburguesas,Semanal,94,8,9,Rápido,Bajo,1,False,0
8819,Pizza,Mensual,42,5,6,Lento,Medio,3,True,8
8820,Hot Dogs,Mensual,25,8,7,Aceptable,Alto,10,True,3
8821,Pizza,Mensual,73,4,0,Aceptable,Medio,0,True,10
8822,Hamburguesas,Mensual,112,0,9,Lento,Alto,2,True,1
8823,Pizza,Semanal,41,4,3,Lento,Bajo,8,False,9
8824,Hot Dogs,Quincenal,93,1,0,Lento,Bajo,5,True,1
8825,Pollo Frito,Mensual,50,8,7,Aceptable,Medio,4,False,0
8826,Tacos,Quincenal,32,3,1,Aceptable,Bajo,6,False,7
8827,Pizza,Diario,34,1,2,Rápido,Bajo,6,False,4
8828,Hamburguesas,Semanal,70,3,3,Rápido,Medio,10,False,6
8829,Hot Dogs,Mensual,110,7,7,Aceptable,Bajo,0,False,7
8830,Tacos,Mensual,85,7,0,Lento,Bajo,7,False,2
8831,Hot Dogs,Mensual,90,3,0,Aceptable,Medio,5,False,8
8832,Hot Dogs,Quincenal,27,3,10,Aceptable,Medio,2,False,3
8833,Hot Dogs,Quincenal,120,10,6,Lento,Medio,6,True,0
8834,Hamburguesas,Diario,63,7,1,Lento,Alto,1,True,1
8835,Hot Dogs,Diario,72,2,8,Aceptable,Medio,6,True,8
8836,Pollo Frito,Quincenal,101,2,3,Lento,Medio,5,False,8
8837,Pollo Frito,Mensual,29,1,0,Rápido,Medio,7,True,10
8838,Pollo Frito,Mensual,68,8,0,Rápido,Bajo,8,True,7
8839,Hamburguesas,Mensual,114,5,0,Lento,Bajo,9,True,10
8840,Pizza,Semanal,118,4,1,Aceptable,Bajo,6,True,1
8841,Pizza,Quincenal,39,4,5,Rápido,Bajo,6,False,5
8842,Tacos,Diario,113,5,0,Lento,Medio,4,False,3
8843,Hot Dogs,Diario,50,1,4,Rápido,Alto,5,True,1
8844,Tacos,Quincenal,119,0,6,Aceptable,Bajo,2,True,0
8845,Pollo Frito,Quincenal,38,3,2,Aceptable,Medio,1,True,5
8846,Hamburguesas,Mensual,94,8,10,Aceptable,Alto,3,True,2
8847,Pollo Frito,Mensual,105,10,3,Aceptable,Bajo,8,False,0
8848,Hot Dogs,Semanal,69,4,9,Rápido,Bajo,6,True,2
8849,Hamburguesas,Mensual,33,1,4,Rápido,Alto,4,False,6
8850,Hamburguesas,Semanal,60,5,7,Lento,Bajo,3,False,7
8851,Hot Dogs,Mensual,53,0,4,Lento,Alto,9,True,4
8852,Pollo Frito,Semanal,120,1,6,Lento,Alto,1,False,4
8853,Hot Dogs,Mensual,83,9,5,Aceptable,Alto,7,False,9
8854,Pollo Frito,Mensual,30,0,9,Rápido,Medio,2,True,7
8855,Hot Dogs,Mensual,41,0,1,Aceptable,Medio,0,False,0
8856,Hot Dogs,Quincenal,63,7,4,Aceptable,Medio,2,False,9
8857,Hamburguesas,Diario,115,4,9,Aceptable,Alto,3,False,10
8858,Pollo Frito,Mensual,120,0,8,Rápido,Alto,5,True,3
8859,Tacos,Mensual,108,6,10,Aceptable,Alto,1,True,1
8860,Pizza,Mensual,95,5,1,Aceptable,Alto,3,False,9
8861,Pollo Frito,Semanal,108,2,8,Aceptable,Medio,5,True,6
8862,Pollo Frito,Mensual,69,10,3,Rápido,Medio,5,False,8
8863,Tacos,Quincenal,37,7,5,Aceptable,Bajo,8,True,8
8864,Pizza,Mensual,89,6,9,Lento,Medio,2,True,1
8865,Pizza,Mensual,82,8,1,Lento,Medio,2,False,6
8866,Hot Dogs,Semanal,26,9,0,Rápido,Medio,4,False,6
8867,Hot Dogs,Quincenal,76,5,3,Rápido,Bajo,3,True,1
8868,Pollo Frito,Quincenal,120,0,10,Rápido,Medio,10,False,0
8869,Pollo Frito,Mensual,55,0,4,Rápido,Medio,5,True,2
8870,Tacos,Diario,104,9,7,Lento,Bajo,4,False,0
8871,Pizza,Diario,109,9,0,Rápido,Medio,4,True,8
8872,Hamburguesas,Mensual,80,4,0,Lento,Medio,6,True,7
8873,Pollo Frito,Semanal,71,8,0,Lento,Alto,8,True,7
8874,Pollo Frito,Diario,71,7,8,Aceptable,Bajo,8,False,10
8875,Hamburguesas,Mensual,109,4,0,Rápido,Medio,3,True,3
8876,Hot Dogs,Semanal,70,0,0,Rápido,Bajo,10,True,4
8877,Hamburguesas,Semanal,101,5,6,Aceptable,Bajo,7,False,8
8878,Hot Dogs,Quincenal,109,3,5,Lento,Alto,10,False,1
8879,Hamburguesas,Diario,118,2,4,Rápido,Medio,6,True,6
8880,Pizza,Mensual,36,6,2,Aceptable,Alto,9,True,3
8881,Pizza,Quincenal,21,8,4,Rápido,Alto,5,True,8
8882,Hamburguesas,Semanal,56,4,10,Lento,Alto,10,True,0
8883,Pizza,Mensual,86,7,7,Aceptable,Bajo,3,False,1
8884,Pollo Frito,Quincenal,107,9,1,Rápido,Medio,2,True,10
8885,Pollo Frito,Semanal,97,6,4,Aceptable,Bajo,6,False,10
8886,Pizza,Mensual,36,3,3,Lento,Bajo,1,False,3
8887,Tacos,Diario,96,6,6,Rápido,Medio,6,True,6
8888,Hamburguesas,Semanal,119,9,6,Aceptable,Medio,10,True,0
8889,Pizza,Mensual,31,7,8,Rápido,Bajo,8,True,4
8890,Pizza,Diario,98,10,1,Lento,Alto,4,False,8
8891,Hamburguesas,Semanal,112,9,5,Rápido,Medio,2,False,2
8892,Hot Dogs,Mensual,111,6,2,Lento,Alto,9,False,3
8893,Hot Dogs,Quincenal,108,0,4,Lento,Bajo,3,True,4
8894,Pollo Frito,Mensual,103,9,10,Lento,Alto,1,True,10
8895,Tacos,Quincenal,97,9,3,Rápido,Alto,9,True,1
8896,Tacos,Semanal,43,1,7,Lento,Medio,8,True,2
8897,Pollo Frito,Quincenal,50,1,4,Aceptable,Bajo,5,False,4
8898,Hamburguesas,Mensual,86,9,8,Aceptable,Bajo,4,False,7
8899,Pizza,Mensual,76,8,2,Aceptable,Medio,3,True,1
8900,Pollo Frito,Diario,102,7,7,Aceptable,Medio,4,False,1
8901,Hamburguesas,Quincenal,96,5,7,Lento,Medio,10,True,10
8902,Pollo Frito,Diario,25,2,5,Aceptable,Alto,6,True,4
8903,Hot Dogs,Quincenal,95,1,5,Rápido,Alto,7,True,0
8904,Pollo Frito,Mensual,30,5,5,Aceptable,Bajo,1,False,0
8905,Pizza,Semanal,89,5,10,Aceptable,Medio,5,True,2
8906,Tacos,Diario,105,3,2,Rápido,Medio,4,False,8
8907,Tacos,Quincenal,66,1,8,Aceptable,Bajo,6,True,10
8908,Hot Dogs,Semanal,113,5,4,Rápido,Alto,10,False,2
8909,Pollo Frito,Semanal,75,4,7,Aceptable,Bajo,7,False,0
8910,Pizza,Quincenal,90,4,3,Aceptable,Alto,0,False,6
8911,Hamburguesas,Semanal,22,7,1,Lento,Bajo,0,False,8
8912,Pizza,Semanal,62,9,10,Aceptable,Bajo,5,False,4
8913,Pollo Frito,Mensual,69,5,6,Lento,Alto,0,False,10
8914,Hamburguesas,Mensual,69,7,2,Aceptable,Alto,4,False,7
8915,Hamburguesas,Diario,71,4,3,Lento,Alto,9,False,10
8916,Pizza,Semanal,75,1,7,Lento,Bajo,4,True,6
8917,Pizza,Semanal,85,0,9,Lento,Alto,3,True,7
8918,Hot Dogs,Diario,77,5,6,Lento,Medio,9,True,9
8919,Tacos,Diario,75,5,4,Rápido,Medio,1,False,10
8920,Pizza,Quincenal,93,2,4,Lento,Alto,10,False,5
8921,Pollo Frito,Semanal,57,0,2,Aceptable,Medio,9,True,7
8922,Pizza,Semanal,64,9,2,Lento,Medio,7,False,8
8923,Hamburguesas,Semanal,46,7,4,Lento,Bajo,10,True,6
8924,Hot Dogs,Diario,77,6,1,Rápido,Medio,10,False,4
8925,Hot Dogs,Semanal,108,1,1,Aceptable,Alto,8,True,9
8926,Pollo Frito,Mensual,59,9,9,Rápido,Bajo,4,False,5
8927,Hamburguesas,Diario,111,10,2,Aceptable,Alto,8,True,0
8928,Pizza,Semanal,114,6,7,Lento,Alto,8,False,8
8929,Hamburguesas,Diario,82,10,9,Aceptable,Alto,7,False,5
8930,Hot Dogs,Semanal,36,9,10,Rápido,Alto,10,False,8
8931,Pizza,Mensual,31,5,0,Aceptable,Bajo,3,False,10
8932,Hamburguesas,Diario,33,1,2,Aceptable,Bajo,1,True,6
8933,Hamburguesas,Mensual,62,3,6,Aceptable,Alto,8,True,0
8934,Pizza,Quincenal,115,6,10,Lento,Medio,10,True,8
8935,Pizza,Semanal,20,1,6,Lento,Medio,4,True,1
8936,Hot Dogs,Diario,99,0,8,Rápido,Alto,5,False,5
8937,Tacos,Mensual,54,6,8,Rápido,Medio,8,True,5
8938,Tacos,Semanal,76,1,3,Rápido,Alto,5,False,4
8939,Pizza,Diario,119,2,2,Rápido,Alto,7,False,0
8940,Hot Dogs,Semanal,20,3,3,Aceptable,Medio,7,False,7
8941,Tacos,Diario,116,10,1,Aceptable,Bajo,2,True,8
8942,Pizza,Semanal,33,9,2,Rápido,Medio,1,True,9
8943,Hot Dogs,Diario,50,5,7,Lento,Alto,3,False,5
8944,Hamburguesas,Semanal,44,10,6,Aceptable,Bajo,10,True,10
8945,Tacos,Mensual,97,6,4,Aceptable,Medio,2,False,8
8946,Tacos,Diario,75,3,4,Aceptable,Alto,6,False,2
8947,Pollo Frito,Diario,98,0,1,Rápido,Medio,8,True,5
8948,Pollo Frito,Quincenal,59,0,5,Rápido,Medio,4,False,1
8949,Hamburguesas,Quincenal,108,9,5,Aceptable,Bajo,8,True,9
8950,Pizza,Diario,51,9,7,Aceptable,Bajo,1,True,9
8951,Tacos,Mensual,39,9,1,Aceptable,Bajo,6,False,1
8952,Pollo Frito,Diario,106,2,3,Rápido,Medio,10,False,1
8953,Pizza,Mensual,88,6,4,Lento,Alto,2,True,2
8954,Hot Dogs,Quincenal,36,10,5,Aceptable,Medio,3,False,1
8955,Tacos,Diario,42,10,10,Aceptable,Alto,0,True,9
8956,Hamburguesas,Diario,71,8,3,Aceptable,Alto,6,True,2
8957,Hamburguesas,Semanal,28,8,7,Lento,Medio,6,True,0
8958,Tacos,Mensual,37,0,0,Aceptable,Medio,0,True,1
8959,Tacos,Quincenal,68,0,7,Lento,Alto,7,False,5
8960,Pollo Frito,Diario,79,7,3,Lento,Alto,4,True,9
8961,Pizza,Diario,52,1,7,Aceptable,Alto,0,False,1
8962,Tacos,Semanal,93,3,5,Rápido,Medio,6,False,7
8963,Tacos,Semanal,58,3,2,Rápido,Bajo,7,False,0
8964,Hot Dogs,Quincenal,55,2,8,Lento,Alto,3,True,2
8965,Hot Dogs,Mensual,61,0,4,Lento,Bajo,6,True,6
8966,Pizza,Mensual,25,2,2,Lento,Bajo,2,False,4
8967,Hot Dogs,Quincenal,69,0,4,Rápido,Medio,3,False,2
8968,Hamburguesas,Diario,58,8,4,Aceptable,Bajo,8,False,3
8969,Hamburguesas,Quincenal,98,10,1,Aceptable,Medio,3,False,7
8970,Pizza,Semanal,29,1,1,Lento,Medio,8,True,9
8971,Hamburguesas,Quincenal,56,10,9,Lento,Bajo,3,True,1
8972,Pizza,Mensual,113,2,6,Rápido,Bajo,9,False,4
8973,Pollo Frito,Diario,33,1,5,Rápido,Medio,4,False,9
8974,Pizza,Quincenal,41,4,7,Lento,Bajo,1,False,5
8975,Pizza,Diario,100,7,8,Aceptable,Bajo,7,True,6
8976,Pizza,Diario,23,2,8,Lento,Alto,7,True,7
8977,Hamburguesas,Mensual,94,3,8,Aceptable,Medio,9,True,6
8978,Hamburguesas,Diario,94,0,7,Aceptable,Medio,5,False,1
8979,Pizza,Diario,101,8,5,Rápido,Medio,5,True,2
8980,Tacos,Quincenal,29,2,4,Rápido,Medio,9,False,8
8981,Pizza,Mensual,48,3,2,Lento,Bajo,0,False,8
8982,Hot Dogs,Quincenal,99,5,9,Lento,Bajo,8,True,4
8983,Hot Dogs,Mensual,51,3,4,Aceptable,Bajo,2,True,9
8984,Hot Dogs,Diario,54,7,5,Lento,Alto,1,True,10
8985,Tacos,Mensual,82,4,0,Aceptable,Medio,9,True,3
8986,Pizza,Quincenal,88,9,4,Aceptable,Alto,9,True,2
8987,Tacos,Semanal,83,7,9,Rápido,Medio,1,False,10
8988,Tacos,Diario,107,1,5,Rápido,Alto,0,True,5
8989,Pollo Frito,Quincenal,35,6,6,Lento,Bajo,8,False,8
8990,Tacos,Diario,53,3,4,Lento,Bajo,3,False,6
8991,Hot Dogs,Mensual,102,8,1,Lento,Alto,10,False,6
8992,Hot Dogs,Mensual,37,2,9,Aceptable,Medio,8,True,6
8993,Pollo Frito,Quincenal,20,1,4,Aceptable,Alto,9,False,5
8994,Pollo Frito,Mensual,23,7,6,Aceptable,Alto,5,False,1
8995,Hot Dogs,Semanal,68,2,2,Lento,Medio,10,False,10
8996,Hamburguesas,Diario,106,6,0,Rápido,Medio,6,False,5
8997,Hot Dogs,Quincenal,53,10,8,Lento,Alto,6,True,0
8998,Pizza,Mensual,24,1,1,Lento,Alto,8,False,7
8999,Pizza,Semanal,84,1,6,Rápido,Bajo,8,False,5
9000,Pizza,Mensual,31,6,6,Rápido,Medio,9,False,3
9001,Tacos,Semanal,120,1,4,Rápido,Medio,7,True,10
9002,Hot Dogs,Semanal,80,5,9,Rápido,Bajo,1,False,7
9003,Hot Dogs,Mensual,115,7,1,Aceptable,Medio,8,False,9
9004,Pizza,Quincenal,77,5,1,Lento,Bajo,5,True,4
9005,Pollo Frito,Semanal,74,9,8,Rápido,Medio,3,True,3
9006,Pizza,Semanal,53,5,0,Aceptable,Bajo,7,True,4
9007,Hot Dogs,Diario,82,2,10,Lento,Medio,4,True,6
9008,Hamburguesas,Semanal,47,3,4,Rápido,Bajo,0,True,3
9009,Tacos,Quincenal,33,1,7,Lento,Bajo,6,True,7
9010,Hot Dogs,Diario,115,8,2,Lento,Alto,4,False,0
9011,Hamburguesas,Semanal,34,2,8,Aceptable,Alto,7,False,4
9012,Hot Dogs,Mensual,78,2,5,Rápido,Bajo,3,True,6
9013,Pizza,Mensual,93,6,1,Aceptable,Alto,9,False,6
9014,Hamburguesas,Diario,115,7,2,Aceptable,Alto,10,True,6
9015,Hot Dogs,Diario,86,10,2,Lento,Alto,4,True,10
9016,Hamburguesas,Semanal,52,0,10,Lento,Medio,9,False,3
9017,Pizza,Quincenal,28,9,5,Aceptable,Medio,1,False,0
9018,Pollo Frito,Quincenal,56,2,1,Aceptable,Medio,0,False,3
9019,Tacos,Diario,48,7,4,Aceptable,Bajo,3,False,2
9020,Tacos,Quincenal,79,7,1,Aceptable,Medio,5,False,5
9021,Hot Dogs,Mensual,70,4,1,Aceptable,Alto,9,False,5
9022,Hamburguesas,Semanal,86,6,5,Lento,Alto,9,False,0
9023,Pollo Frito,Mensual,75,7,4,Lento,Bajo,9,True,5
9024,Pollo Frito,Diario,69,7,2,Rápido,Alto,8,True,2
9025,Hamburguesas,Quincenal,117,5,6,Rápido,Alto,6,True,3
9026,Hot Dogs,Semanal,25,9,3,Aceptable,Medio,4,False,10
9027,Hot Dogs,Quincenal,97,2,9,Aceptable,Alto,3,False,10
9028,Tacos,Mensual,42,7,2,Rápido,Medio,4,False,0
9029,Tacos,Mensual,37,10,2,Aceptable,Bajo,2,False,4
9030,Pollo Frito,Semanal,95,7,3,Lento,Medio,4,False,10
9031,Tacos,Mensual,85,2,6,Lento,Alto,9,True,3
9032,Hot Dogs,Quincenal,88,0,3,Lento,Alto,9,True,9
9033,Pollo Frito,Quincenal,22,0,2,Rápido,Bajo,8,True,10
9034,Pizza,Mensual,105,4,9,Aceptable,Medio,8,True,10
9035,Tacos,Semanal,102,6,8,Rápido,Bajo,8,False,2
9036,Pizza,Mensual,86,3,4,Rápido,Alto,3,True,10
9037,Hot Dogs,Diario,89,9,9,Aceptable,Alto,3,True,5
9038,Hamburguesas,Quincenal,40,7,4,Lento,Alto,1,True,7
9039,Tacos,Mensual,113,9,6,Lento,Bajo,2,True,0
9040,Tacos,Mensual,104,7,9,Lento,Medio,10,False,3
9041,Tacos,Diario,21,8,5,Aceptable,Medio,7,True,0
9042,Pollo Frito,Semanal,79,9,6,Lento,Medio,6,True,2
9043,Hot Dogs,Semanal,63,0,9,Rápido,Alto,8,True,7
9044,Pizza,Semanal,44,6,9,Rápido,Medio,10,False,4
9045,Pollo Frito,Quincenal,33,2,10,Lento,Medio,6,True,10
9046,Pollo Frito,Semanal,39,2,7,Lento,Alto,10,True,5
9047,Hot Dogs,Mensual,29,5,2,Lento,Alto,0,False,10
9048,Hamburguesas,Diario,120,7,8,Rápido,Medio,3,False,2
9049,Hot Dogs,Quincenal,87,1,5,Rápido,Medio,8,False,3
9050,Tacos,Semanal,30,4,8,Aceptable,Medio,7,False,2
9051,Pizza,Mensual,28,2,10,Rápido,Medio,0,True,2
9052,Hamburguesas,Diario,85,8,4,Aceptable,Alto,2,False,7
9053,Tacos,Mensual,98,10,8,Aceptable,Bajo,6,False,8
9054,Tacos,Semanal,84,3,6,Aceptable,Alto,3,False,9
9055,Tacos,Quincenal,70,8,10,Rápido,Bajo,3,False,3
9056,Pizza,Mensual,36,3,5,Lento,Alto,4,True,5
9057,Pollo Frito,Quincenal,62,8,4,Aceptable,Alto,2,False,1
9058,Tacos,Diario,101,4,8,Aceptable,Bajo,6,False,1
9059,Hot Dogs,Diario,84,1,0,Lento,Medio,4,False,7
9060,Pizza,Mensual,55,4,9,Aceptable,Medio,7,True,10
9061,Hamburguesas,Mensual,110,9,7,Lento,Bajo,8,False,5
9062,Tacos,Semanal,29,6,9,Aceptable,Alto,1,False,1
9063,Hamburguesas,Quincenal,102,7,5,Rápido,Bajo,10,False,8
9064,Hamburguesas,Mensual,67,9,5,Aceptable,Medio,0,False,10
9065,Tacos,Quincenal,29,10,9,Rápido,Bajo,7,True,8
9066,Tacos,Diario,31,7,3,Lento,Bajo,3,True,6
9067,Pollo Frito,Mensual,43,8,7,Rápido,Medio,7,True,9
9068,Hamburguesas,Diario,37,3,10,Lento,Medio,10,False,5
9069,Tacos,Semanal,62,5,8,Aceptable,Medio,3,False,2
9070,Hamburguesas,Diario,46,5,3,Rápido,Medio,1,False,8
9071,Pollo Frito,Quincenal,24,0,8,Rápido,Medio,4,False,0
9072,Hamburguesas,Mensual,25,4,9,Lento,Alto,6,True,6
9073,Hot Dogs,Diario,98,3,6,Lento,Bajo,3,True,7
9074,Hot Dogs,Mensual,35,8,0,Lento,Alto,2,False,6
9075,Pizza,Mensual,67,7,8,Lento,Alto,5,True,1
9076,Hamburguesas,Semanal,97,7,7,Lento,Bajo,3,True,8
9077,Hot Dogs,Mensual,56,1,6,Aceptable,Medio,0,True,10
9078,Hamburguesas,Semanal,43,8,9,Aceptable,Bajo,0,True,9
9079,Tacos,Mensual,99,4,5,Rápido,Bajo,8,True,8
9080,Tacos,Diario,120,8,4,Rápido,Bajo,10,False,9
9081,Hot Dogs,Diario,94,5,8,Rápido,Bajo,8,False,10
9082,Hamburguesas,Diario,103,8,2,Lento,Bajo,3,True,5
9083,Hot Dogs,Mensual,70,1,3,Aceptable,Alto,5,False,6
9084,Hot Dogs,Diario,74,6,4,Rápido,Medio,8,True,8
9085,Pollo Frito,Diario,21,0,6,Lento,Medio,7,True,7
9086,Hamburguesas,Quincenal,33,9,10,Lento,Bajo,6,True,3
9087,Pizza,Semanal,55,10,5,Aceptable,Bajo,10,True,0
9088,Hot Dogs,Mensual,91,6,1,Aceptable,Bajo,3,False,5
9089,Hamburguesas,Diario,58,3,10,Rápido,Bajo,6,True,7
9090,Pizza,Semanal,112,3,0,Rápido,Bajo,10,False,0
9091,Pizza,Diario,55,7,10,Lento,Bajo,7,True,9
9092,Hamburguesas,Diario,94,7,6,Aceptable,Bajo,9,True,6
9093,Hamburguesas,Mensual,120,10,2,Rápido,Bajo,1,True,9
9094,Tacos,Diario,106,10,10,Aceptable,Medio,8,False,5
9095,Hot Dogs,Semanal,96,3,7,Aceptable,Alto,8,True,4
9096,Pollo Frito,Quincenal,37,1,9,Rápido,Bajo,4,False,0
9097,Tacos,Diario,67,7,1,Aceptable,Bajo,7,True,4
9098,Pollo Frito,Quincenal,99,3,1,Aceptable,Bajo,9,False,5
9099,Pollo Frito,Mensual,102,4,0,Aceptable,Bajo,3,False,0
9100,Pizza,Diario,108,4,4,Aceptable,Alto,8,True,6
9101,Pizza,Semanal,86,5,8,Aceptable,Medio,10,True,9
9102,Hot Dogs,Quincenal,119,4,7,Rápido,Medio,7,False,1
9103,Hamburguesas,Semanal,120,2,7,Lento,Alto,8,True,7
9104,Pizza,Diario,57,0,7,Aceptable,Medio,7,True,3
9105,Hot Dogs,Mensual,109,9,6,Rápido,Bajo,3,False,1
9106,Pollo Frito,Diario,31,10,7,Lento,Medio,1,False,1
9107,Hamburguesas,Mensual,67,3,10,Rápido,Bajo,2,True,10
9108,Pollo Frito,Diario,78,0,5,Rápido,Alto,8,False,1
9109,Tacos,Mensual,47,2,1,Rápido,Medio,1,True,10
9110,Hamburguesas,Quincenal,39,5,0,Rápido,Bajo,1,False,9
9111,Pollo Frito,Mensual,67,6,6,Rápido,Medio,4,False,4
9112,Pizza,Mensual,94,4,6,Aceptable,Medio,0,False,4
9113,Pollo Frito,Quincenal,105,2,0,Aceptable,Medio,7,True,10
9114,Hot Dogs,Quincenal,95,4,2,Rápido,Bajo,5,False,0
9115,Tacos,Mensual,47,8,5,Lento,Alto,10,True,1
9116,Hamburguesas,Diario,79,6,5,Lento,Alto,4,True,5
9117,Tacos,Semanal,102,8,7,Lento,Alto,1,False,4
9118,Pizza,Semanal,57,7,8,Lento,Alto,9,True,4
9119,Pollo Frito,Mensual,58,3,7,Rápido,Alto,6,False,2
9120,Pizza,Mensual,79,1,10,Lento,Bajo,0,True,4
9121,Hot Dogs,Mensual,74,10,5,Lento,Medio,10,True,10
9122,Hamburguesas,Diario,52,0,9,Rápido,Alto,5,True,3
9123,Hot Dogs,Semanal,61,0,3,Lento,Bajo,7,True,8
9124,Tacos,Semanal,66,0,10,Rápido,Alto,4,True,3
9125,Hamburguesas,Quincenal,40,4,1,Lento,Bajo,9,True,3
9126,Hamburguesas,Quincenal,81,4,10,Rápido,Bajo,0,False,1
9127,Pollo Frito,Mensual,114,1,7,Lento,Medio,7,False,10
9128,Hot Dogs,Mensual,25,9,1,Lento,Alto,1,False,7
9129,Tacos,Semanal,75,1,7,Rápido,Alto,2,False,4
9130,Tacos,Mensual,20,4,4,Lento,Alto,2,False,9
9131,Tacos,Semanal,109,2,8,Rápido,Bajo,9,False,3
9132,Pollo Frito,Quincenal,59,7,10,Lento,Bajo,10,True,7
9133,Hot Dogs,Quincenal,68,5,1,Lento,Bajo,0,False,3
9134,Tacos,Diario,40,9,10,Lento,Alto,9,False,0
9135,Pizza,Semanal,85,8,7,Lento,Bajo,10,True,4
